ip_dst,time(t-10),traffic(t-10),data_len(t-10),time(t-9),traffic(t-9),data_len(t-9),time(t-8),traffic(t-8),data_len(t-8),time(t-7),traffic(t-7),data_len(t-7),time(t-6),traffic(t-6),data_len(t-6),time(t-5),traffic(t-5),data_len(t-5),time(t-4),traffic(t-4),data_len(t-4),time(t-3),traffic(t-3),data_len(t-3),time(t-2),traffic(t-2),data_len(t-2),time(t-1),traffic(t-1),data_len(t-1),time(t),traffic(t),data_len(t)
145.146.221.104,2019/04/01 18:50:24,6.0,1306.0,2019/04/01 18:50:25,6.0,1317.0,2019/04/01 18:50:26,7.0,1287.0,2019/04/01 18:50:46,7.0,6900.0,2019/04/01 18:50:47,6.0,1685.0,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6,1327
145.146.221.104,2019/04/01 18:50:25,6.0,1317.0,2019/04/01 18:50:26,7.0,1287.0,2019/04/01 18:50:46,7.0,6900.0,2019/04/01 18:50:47,6.0,1685.0,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4,670
145.146.221.104,2019/04/01 18:50:26,7.0,1287.0,2019/04/01 18:50:46,7.0,6900.0,2019/04/01 18:50:47,6.0,1685.0,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6,1493
145.146.221.104,2019/04/01 18:50:46,7.0,6900.0,2019/04/01 18:50:47,6.0,1685.0,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6,1244
145.146.221.104,2019/04/01 18:50:47,6.0,1685.0,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6,1245
145.146.221.104,2019/04/01 18:50:48,7.0,1284.0,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6,1247
145.146.221.104,2019/04/01 18:50:49,25.0,25089.0,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5,1458
145.146.221.104,2019/04/01 18:50:50,6.0,1454.0,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6,1459
145.146.221.104,2019/04/01 18:50:51,7.0,1290.0,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6,1251
145.146.221.104,2019/04/01 18:50:52,5.0,1194.0,2019/04/01 18:50:53,6.0,1327.0,2019/04/01 18:50:54,4.0,670.0,2019/04/01 18:50:55,6.0,1493.0,2019/04/01 18:50:56,6.0,1244.0,2019/04/01 18:50:57,6.0,1245.0,2019/04/01 18:50:58,6.0,1247.0,2019/04/01 18:50:59,5.0,1458.0,2019/04/01 18:51:00,6.0,1459.0,2019/04/01 18:51:01,6.0,1251.0,2019/04/01 18:51:02,4,663
