ip_dst,time(t-10),traffic(t-10),data_len(t-10),time(t-9),traffic(t-9),data_len(t-9),time(t-8),traffic(t-8),data_len(t-8),time(t-7),traffic(t-7),data_len(t-7),time(t-6),traffic(t-6),data_len(t-6),time(t-5),traffic(t-5),data_len(t-5),time(t-4),traffic(t-4),data_len(t-4),time(t-3),traffic(t-3),data_len(t-3),time(t-2),traffic(t-2),data_len(t-2),time(t-1),traffic(t-1),data_len(t-1),time(t),traffic(t),data_len(t)
192.168.1.1,2019/02/28 22:58:46,9.0,412.0,2019/02/28 22:58:47,26.0,1168.0,2019/02/28 22:58:48,10.0,449.0,2019/02/28 22:58:49,16.0,757.0,2019/02/28 22:58:50,2.0,86.0,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6,271
192.168.1.1,2019/02/28 22:58:47,26.0,1168.0,2019/02/28 22:58:48,10.0,449.0,2019/02/28 22:58:49,16.0,757.0,2019/02/28 22:58:50,2.0,86.0,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5,222
192.168.1.1,2019/02/28 22:58:48,10.0,449.0,2019/02/28 22:58:49,16.0,757.0,2019/02/28 22:58:50,2.0,86.0,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2,85
192.168.1.1,2019/02/28 22:58:49,16.0,757.0,2019/02/28 22:58:50,2.0,86.0,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2,88
192.168.1.1,2019/02/28 22:58:50,2.0,86.0,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2,116
192.168.1.1,2019/02/28 22:58:51,1.0,40.0,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2,97
192.168.1.1,2019/02/28 22:58:52,20.0,864.0,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1,39
192.168.1.1,2019/02/28 22:58:53,7.0,345.0,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1,42
192.168.1.1,2019/02/28 22:58:54,12.0,515.0,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1.0,42.0,2019/02/28 22:59:13,9,400
192.168.1.1,2019/02/28 22:58:55,2.0,105.0,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1.0,42.0,2019/02/28 22:59:13,9.0,400.0,2019/02/28 22:59:16,1,56
192.168.1.1,2019/02/28 22:58:56,6.0,271.0,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1.0,42.0,2019/02/28 22:59:13,9.0,400.0,2019/02/28 22:59:16,1.0,56.0,2019/02/28 22:59:38,15,794
192.168.1.1,2019/02/28 22:58:57,5.0,222.0,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1.0,42.0,2019/02/28 22:59:13,9.0,400.0,2019/02/28 22:59:16,1.0,56.0,2019/02/28 22:59:38,15.0,794.0,2019/02/28 22:59:39,2,86
192.168.1.1,2019/02/28 22:58:58,2.0,85.0,2019/02/28 22:58:59,2.0,88.0,2019/02/28 22:59:07,2.0,116.0,2019/02/28 22:59:08,2.0,97.0,2019/02/28 22:59:10,1.0,39.0,2019/02/28 22:59:11,1.0,42.0,2019/02/28 22:59:13,9.0,400.0,2019/02/28 22:59:16,1.0,56.0,2019/02/28 22:59:38,15.0,794.0,2019/02/28 22:59:39,2.0,86.0,2019/02/28 22:59:40,2,85
